"fk_flights","localisation_fk","Date_fk","Price","Saison_Touristique","Nombre_Escales","Distance_Vol_KM","CANCELLED","Taxe_Price","Prix_Final"
"519","22","19520306","6265","0","1","1450","0","627","6901"
"520","22","19520306","6265","0","3","1450","0","627","6861"
"521","22","19520306","6528","0","1","1450","0","653","7190"
"522","22","19540410","6823","0","0","1450","0","682","7535"
"523","22","19520510","6880","0","1","1450","0","688","7577"
"524","22","19520405","7891","0","0","1450","0","789","8709"
"525","22","19520405","7891","0","0","1450","0","789","8709"
"526","22","19531221","8332","0","1","1450","0","833","9174"
"527","22","19531221","8332","0","0","1450","0","833","9194"
"528","22","19531221","8332","0","0","1450","0","833","9194"
"529","22","19531221","8332","0","1","1450","0","833","9174"
"530","22","19520210","203","0","0","1100","0","20","245"
"531","22","19531221","3644","0","0","1100","1","0","0"
"532","22","19531221","4151","0","1","1250","0","415","4571"
"533","22","19520405","5403","0","0","1250","0","540","5969"
"534","22","19520405","5403","0","0","1250","0","540","5969"
"535","22","19520405","5403","0","3","1250","0","540","5909"
"536","22","19511212","8718","0","1","1250","0","872","9595"
"537","22","19500121","1091","0","0","3800","0","164","1331"
"538","22","19540619","3244","0","0","3800","0","487","3807"
"539","22","19511207","256","0","1","800","0","13","264"
"540","22","19530629","256","0","0","800","0","13","284"
"541","22","19520210","2803","0","0","3100","0","420","3285"
"542","22","19520210","2803","0","0","3100","0","420","3285"
"543","22","19550510","2874","0","2","3100","0","431","3327"
"544","22","19550510","2909","0","0","3100","0","436","3408"
"545","22","19500312","3013","0","1","3100","0","452","3506"
"546","22","19500312","3014","0","0","3100","0","452","3528"
"547","22","19520405","3215","0","0","3100","0","482","3759"
"548","22","19520301","3332","0","0","3100","0","500","3894"
"549","22","19550510","4594","0","2","3100","0","689","5305"
"550","22","19520405","6566","0","0","3100","0","985","7613"
"551","22","19511212","3200","0","2","1600","0","320","3512"
"552","22","19520131","3293","0","2","1600","0","329","3615"
"553","22","19520131","4042","0","0","1600","0","404","4478"
"554","22","19520131","4042","0","1","1600","0","404","4458"
"555","22","19531231","4066","0","0","1600","0","407","4505"
"556","22","19520405","4330","0","3","1600","0","433","4735"
"557","22","19520405","4330","0","0","1600","0","433","4795"
"558","22","19520210","4342","0","0","1600","0","434","4808"
"559","22","19520215","4548","0","1","1600","0","455","5015"
"560","22","19531231","4705","0","1","1600","0","470","5187"
"561","22","19531226","4771","0","0","1600","0","477","5280"
"562","22","19540120","5151","0","0","1600","0","515","5698"
"563","22","19540120","5151","0","0","1600","0","515","5698"
"564","22","19540120","5366","0","3","1600","0","537","5875"
"565","22","19540120","5366","0","1","1600","0","537","5915"
"566","22","19540120","5366","0","2","1600","0","537","5895"
"567","22","19540120","5366","0","0","1600","0","537","5935"
"568","22","19540120","6240","0","0","1600","0","624","6896"
"569","22","19540120","6240","0","2","1600","0","624","6856"
"570","22","19520106","7618","0","1","1600","0","762","8392"
"571","22","19531226","7786","0","0","1600","0","779","8597"
"572","22","19531226","7786","0","0","1600","0","779","8597"
"573","22","19531226","7786","0","0","1600","0","779","8597"
"574","22","19531226","7786","0","1","1600","0","779","8577"
"575","22","19531226","10619","0","0","1600","0","1062","11713"
"576","22","19511212","11412","0","0","1600","0","1141","12586"
"577","22","19520405","4595","0","0","2300","0","460","5101"
"578","22","19520405","4595","0","1","2300","0","460","5081"
"579","22","19531226","4721","0","2","2300","0","472","5199"
"580","22","19531226","4728","0","0","2300","0","473","5246"
"581","22","19540120","4797","0","0","2300","0","480","5322"
"582","22","19520510","8257","0","2","2300","0","826","9088"
"583","22","19520301","241","0","1","1700","0","24","279"
"584","22","19511212","262","0","0","750","0","13","290"
"585","22","19531226","5684","0","1","750","1","0","0"
"586","22","19520131","4770","0","1","1100","0","477","5249"
"587","22","19520131","4770","0","0","1100","0","477","5269"
"588","22","19540120","5323","0","3","1100","0","532","5817"
"589","22","19540120","5323","0","0","1100","0","532","5877"
"590","22","19531226","5601","0","0","1100","0","560","6184"
"591","22","19520215","203","0","0","1300","0","20","249"
"592","22","19540120","4098","0","0","1300","0","410","4534"
"593","22","19531226","289","0","0","1200","0","29","342"
"594","22","19540120","3105","0","0","1200","0","311","3440"
"595","22","19540120","3105","0","0","1200","0","311","3440"
"596","22","19531231","3136","0","1","1200","0","314","3454"
"597","22","19520131","3644","0","1","1200","0","364","4013"
"598","22","19520405","4297","0","0","1200","0","430","4751"
"599","22","19511207","5822","0","0","1200","1","0","0"
"600","22","19540410","6062","0","0","1200","0","606","6692"
"601","22","19520405","6945","0","1","1200","0","695","7644"
"602","22","19531231","2767","0","1","1400","0","277","3052"
"603","22","19531226","2886","0","0","1400","0","289","3202"
"604","22","19531226","2886","0","0","1400","1","0","0"
"605","22","19540120","2925","0","0","1400","0","292","3245"
"606","22","19540120","2925","0","2","1400","0","292","3205"
"607","22","19520131","4329","0","0","1400","0","433","4790"
"608","22","19520131","4329","0","0","1400","0","433","4790"
"609","22","19540120","4883","0","0","1000","0","488","5391"
"610","22","19531226","5188","0","0","1000","1","0","0"
"611","22","19520510","8089","0","1","1000","0","809","8898"
"612","22","19520510","8343","0","1","1000","0","834","9177"
"613","22","19520405","445","0","0","1500","0","45","520"
"614","22","19520215","3622","0","1","1500","0","362","3994"
"615","22","19520131","3758","0","0","1500","0","376","4164"
"616","22","19511207","3930","0","0","1500","0","393","4352"
"617","22","19511212","4081","0","1","1500","0","408","4499"
"618","22","19511212","4499","0","1","1500","0","450","4959"
"619","22","19540120","5023","0","1","1500","0","502","5535"
"620","22","19540120","5023","0","3","1500","0","502","5495"
"621","22","19531226","7218","0","1","1500","0","722","7949"
"622","22","19531226","7218","0","2","1500","0","722","7929"
"623","22","19530520","299","0","0","900","1","0","0"
"624","22","19511212","500","0","0","600","0","25","537"
"625","22","19530629","511","0","3","600","0","26","489"
"626","22","19511207","511","0","0","600","0","26","549"
"627","22","19540120","318","0","2","1600","0","32","342"
"628","22","19531231","2295","0","0","1600","0","230","2557"
"629","22","19531226","3083","0","1","1600","0","308","3403"
"630","22","19531226","3083","0","1","1600","0","308","3403"
"631","22","19520510","3986","0","0","1600","0","399","4417"
"632","22","19520405","4003","0","1","1600","0","400","4415"
"633","22","19520405","4003","0","0","1600","0","400","4435"
"634","22","19520210","4044","0","0","1600","0","404","4480"
"635","22","19520210","4047","0","2","1600","0","405","4444"
"636","22","19520131","4611","0","1","1600","0","461","5084"
"637","22","19520301","4964","0","0","1600","0","496","5493"
"638","22","19511212","6791","0","0","1600","0","679","7502"
"639","22","19520106","6992","0","0","1600","0","699","7724"
"640","22","19511207","7417","0","0","1600","0","742","8191"
"641","22","19530629","7417","0","1","1600","0","742","8171"
"642","22","19540120","2281","0","0","1400","0","228","2538"
"643","22","19540120","2281","0","0","1400","0","228","2538"
"644","22","19531226","3053","0","0","1400","0","305","3386"
"645","22","19531226","3053","0","0","1400","0","305","3386"
"646","22","19531231","4110","0","0","1400","0","411","4549"
"647","22","19531231","4110","0","0","1400","0","411","4549"
"648","22","19531231","4149","0","0","1400","0","415","4592"
"649","22","19520131","4582","0","0","1400","0","458","5068"
"650","22","19520131","4608","0","0","1400","0","461","5097"
"651","22","19520131","4758","0","2","1400","0","476","5222"
"652","22","19520131","4758","0","0","1400","0","476","5262"
"653","22","19520405","5185","0","1","1400","0","518","5712"
"654","22","19511212","5312","0","0","1400","0","531","5872"
"655","22","19531101","299","0","0","850","1","0","0"
"656","22","19531226","2186","0","1","1450","1","0","0"
"657","22","19531226","2212","0","0","1450","0","221","2462"
"658","22","19540120","2231","0","2","1450","0","223","2444"
"659","22","19540120","2231","0","0","1450","0","223","2484"
"660","22","19531226","2428","0","0","1450","0","243","2699"
"661","22","19531226","2428","0","0","1450","0","243","2699"
"662","22","19531226","2428","0","0","1450","0","243","2699"
"663","22","19531226","2428","0","1","1450","0","243","2679"
"664","22","19540120","2447","0","1","1450","0","245","2701"
"665","22","19540120","2447","0","0","1450","0","245","2721"
"666","22","19540120","2447","0","1","1450","1","0","0"
"667","22","19540120","2447","0","0","1450","0","245","2721"
"668","22","19540120","2447","0","2","1450","0","245","2681"
"669","22","19540120","2447","0","1","1450","0","245","2701"
"670","22","19531226","2467","0","0","1450","0","247","2742"
"671","22","19531231","2961","0","0","1450","0","296","3286"
"672","22","19531231","2961","0","0","1450","0","296","3286"
"673","22","19531231","3000","0","1","1450","0","300","3309"
"674","22","19520210","4521","0","0","1450","0","452","5002"
"675","22","19520210","4521","0","2","1450","0","452","4962"
"676","22","19520210","4547","0","2","1450","0","455","4991"
"677","22","19520210","4547","0","0","1450","0","455","5031"
"678","22","19520210","4551","0","0","1450","1","0","0"
"679","22","19520210","4551","0","0","1450","0","455","5035"
"680","22","19520405","5188","0","0","1450","0","519","5736"
"681","22","19520405","5188","0","1","1450","0","519","5716"
"682","22","19520405","5188","0","0","1450","0","519","5736"
"683","22","19511212","5623","0","0","1450","0","562","6215"
"684","22","19530520","5687","0","1","1450","1","0","0"
"685","22","19520510","5754","0","0","1450","0","575","6359"
"686","22","19520510","5754","0","2","1450","1","0","0"
"687","22","19531231","5754","0","2","1450","1","0","0"
"688","22","19520405","5767","0","0","1450","0","577","6373"
"689","22","19520301","6083","0","0","1450","0","608","6721"
"690","22","19520301","6083","0","2","1450","0","608","6681"
"691","22","19520301","6097","0","0","1450","0","610","6736"
"692","22","19520301","6097","0","1","1450","0","610","6716"
"693","22","19530629","6104","0","1","1450","0","610","6723"
"694","22","19511207","6104","0","2","1450","0","610","6703"
"695","22","19511207","6104","0","0","1450","0","610","6743"
"696","22","19520301","6130","0","0","1450","0","613","6772"
"697","22","19520301","6130","0","2","1450","0","613","6732"
"698","22","19520215","6187","0","1","1450","0","619","6815"
"699","22","19520215","6187","0","3","1450","0","619","6775"
"700","22","19520106","6235","0","0","1450","0","623","6887"
"701","22","19520106","6235","0","0","1450","0","623","6887"
"702","22","19520131","6267","0","0","1450","1","0","0"
"703","22","19520510","6880","0","2","1450","1","0","0"
"704","22","19520210","203","0","1","1100","1","0","0"
"705","22","19531226","4258","0","0","1100","1","0","0"
"706","22","19531226","2202","0","0","1250","0","220","2447"
"707","22","19531226","2202","0","0","1250","0","220","2447"
"708","22","19540120","2394","0","0","1250","1","0","0"
"709","22","19540120","2394","0","1","1250","1","0","0"
"710","22","19531226","2444","0","3","1250","0","244","2654"
"711","22","19531226","2444","0","1","1250","0","244","2694"
"712","22","19531226","2444","0","0","1250","0","244","2714"
"713","22","19531231","2945","0","0","1250","0","294","3264"
"714","22","19531231","2945","0","0","1250","0","294","3264"
"715","22","19531231","2945","0","0","1250","0","294","3264"
"716","22","19520131","4582","0","3","1250","0","458","5005"
"717","22","19520131","4582","0","2","1250","0","458","5025"
"718","22","19500121","1091","0","1","3800","0","164","1311"
"719","22","19550510","3374","0","0","3800","0","506","3956"
"720","22","19520510","4028","0","1","3800","0","604","4689"
"721","22","19511207","256","0","1","800","0","13","264"
"722","22","19530629","256","0","0","800","0","13","284"
"723","22","19520210","2803","0","0","3100","0","420","3285"
"724","22","19520210","2803","0","1","3100","0","420","3265"
"725","22","19550510","2874","0","0","3100","0","431","3367"
"726","22","19550510","2909","0","0","3100","0","436","3408"
"727","22","19500312","3013","0","0","3100","0","452","3526"
"728","22","19500312","3014","0","0","3100","0","452","3528"
"729","22","19520405","3215","0","1","3100","0","482","3739"
"730","22","19520301","3332","0","1","3100","0","500","3874"
"731","22","19550510","4594","0","1","3100","0","689","5325"
"732","22","19520405","6566","0","1","3100","0","985","7593"
"733","22","19511212","3200","0","1","1600","0","320","3532"
"734","22","19520131","3293","0","0","1600","0","329","3655"
"735","22","19520131","4042","0","0","1600","0","404","4478"
"736","22","19520131","4042","0","0","1600","0","404","4478"
"737","22","19520405","4330","0","0","1600","0","433","4795"
"738","22","19520405","4330","0","0","1600","0","433","4795"
"739","22","19520210","4342","0","0","1600","0","434","4808"
"740","22","19520215","4548","0","1","1600","0","455","5015"
"741","22","19520215","4548","0","0","1600","0","455","5035"
"742","22","19531231","4705","0","1","1600","0","470","5187"
"743","22","19531226","4771","0","0","1600","0","477","5280"
"744","22","19520106","7618","0","0","1600","0","762","8412"
"745","22","19531226","7786","0","0","1600","0","779","8597"
"746","22","19531226","7786","0","1","1600","0","779","8577"
"747","22","19531226","7786","0","0","1600","0","779","8597"
"748","22","19531226","7786","0","1","1600","0","779","8577"
"749","22","19511212","11412","0","1","1600","0","1141","12566"
"750","22","19520405","4595","0","0","2300","0","460","5101"
"751","22","19520405","4595","0","1","2300","0","460","5081"
"752","22","19531226","4728","0","3","2300","0","473","5186"
"753","22","19520510","8257","0","0","2300","0","826","9128"
"754","22","19520301","241","0","0","1700","0","24","299"
"755","22","19511212","262","0","0","750","0","13","290"
"756","22","19531226","5684","0","0","750","1","0","0"
"757","22","19520131","4770","0","0","1100","0","477","5269"
"758","22","19520131","4770","0","0","1100","0","477","5269"
"759","22","19540120","5323","0","0","1100","1","0","0"
"760","22","19540120","5323","0","0","1100","0","532","5877"
"761","22","19531226","5601","0","3","1100","0","560","6124"
"762","22","19520215","203","0","0","1300","0","20","249"
"763","22","19540120","4098","0","2","1300","0","410","4494"
"764","22","19531226","289","0","2","1200","0","29","302"
"765","22","19540120","3105","0","1","1200","1","0","0"
"766","22","19540120","3105","0","0","1200","0","311","3440"
"767","22","19531231","3136","0","0","1200","0","314","3474"
"768","22","19520131","3644","0","0","1200","0","364","4033"
"769","22","19520405","4297","0","1","1200","0","430","4731"
"770","22","19511207","5822","0","0","1200","0","582","6428"
"771","22","19540410","6062","0","1","1200","1","0","0"
"772","22","19520405","6945","0","0","1200","0","695","7664"
"773","22","19531231","2767","0","0","1400","0","277","3072"
"774","22","19531226","2886","0","0","1400","0","289","3202"
"775","22","19531226","2886","0","0","1400","0","289","3202"
"776","22","19540120","2925","0","0","1400","1","0","0"
"777","22","19540120","2925","0","1","1400","0","292","3225"
"778","22","19520131","4329","0","3","1400","1","0","0"
"779","22","19520131","4329","0","0","1400","0","433","4790"
"780","22","19540120","4883","0","1","1000","0","488","5371"
"781","22","19531226","5188","0","2","1000","0","519","5686"
"782","22","19520405","445","0","2","1500","0","45","480"
"783","22","19520215","3622","0","0","1500","0","362","4014"
"784","22","19520131","3758","0","0","1500","0","376","4164"
"785","22","19520106","3908","0","1","1500","0","391","4309"
"786","22","19511207","3930","0","0","1500","0","393","4352"
"787","22","19530520","4043","0","2","1500","0","404","4437"
"788","22","19511212","4081","0","1","1500","0","408","4499"
"789","22","19511212","4499","0","0","1500","0","450","4979"
"790","22","19520301","4549","0","0","1500","0","455","5034"
"791","22","19520210","4561","0","0","1500","0","456","5047"
"792","22","19540120","5023","0","0","1500","0","502","5555"
"793","22","19540120","5023","0","1","1500","0","502","5535"
"794","22","19531226","7218","0","0","1500","0","722","7969"
"795","22","19531226","7218","0","2","1500","0","722","7929"
"796","22","19530520","299","0","0","900","0","15","332"
"797","22","19511212","500","0","2","600","0","25","497"
"798","22","19530629","511","0","0","600","0","26","549"
"799","22","19511207","511","0","3","600","0","26","489"
"800","22","19540120","318","0","0","1600","0","32","382"
"801","22","19531231","2295","0","2","1600","0","230","2517"
"802","22","19531226","3083","0","0","1600","0","308","3423"
"803","22","19531226","3083","0","0","1600","0","308","3423"
"804","22","19520510","3986","0","0","1600","0","399","4417"
"805","22","19520405","4003","0","0","1600","0","400","4435"
"806","22","19520405","4003","0","1","1600","0","400","4415"
"807","22","19520210","4044","0","2","1600","0","404","4440"
"808","22","19520210","4047","0","0","1600","0","405","4484"
"809","22","19520131","4611","0","2","1600","0","461","5064"
"810","22","19520301","4964","0","0","1600","0","496","5493"
"811","22","19511212","6791","0","0","1600","0","679","7502"
"812","22","19520106","6992","0","0","1600","0","699","7724"
"813","22","19511207","7417","0","0","1600","0","742","8191"
"814","22","19530629","7417","0","1","1600","0","742","8171"
"815","22","19540120","2281","0","0","1400","0","228","2538"
"816","22","19540120","2281","0","1","1400","1","0","0"
"817","22","19531226","3053","0","1","1400","0","305","3366"
"818","22","19531226","3053","0","1","1400","0","305","3366"
"819","22","19531231","4110","0","0","1400","0","411","4549"
"820","22","19531231","4110","0","0","1400","0","411","4549"
"821","22","19531231","4149","0","0","1400","0","415","4592"
"822","22","19520131","4582","0","0","1400","0","458","5068"
"823","22","19520131","4608","0","2","1400","0","461","5057"
"824","22","19520131","4758","0","0","1400","0","476","5262"
"825","22","19520131","4758","0","1","1400","1","0","0"
"826","22","19520405","5185","0","1","1400","0","518","5712"
"827","22","19511212","5312","0","0","1400","0","531","5872"
"828","22","19531101","299","0","0","850","0","15","331"
"829","22","19531226","2186","0","2","1450","0","219","2393"
"830","22","19531226","2212","0","0","1450","0","221","2462"
"831","22","19540120","2231","0","0","1450","0","223","2484"
"832","22","19540120","2231","0","1","1450","0","223","2464"
"833","22","19531226","2428","0","0","1450","0","243","2699"
"834","22","19531226","2428","0","0","1450","0","243","2699"
"835","22","19531226","2428","0","2","1450","0","243","2659"
"836","22","19531226","2428","0","0","1450","0","243","2699"
"837","22","19540120","2447","0","0","1450","0","245","2721"
"838","22","19540120","2447","0","0","1450","0","245","2721"
"839","22","19540120","2447","0","1","1450","0","245","2701"
"840","22","19540120","2447","0","0","1450","0","245","2721"
"841","22","19540120","2447","0","0","1450","0","245","2721"
"842","22","19540120","2447","0","0","1450","1","0","0"
"843","22","19531226","2467","0","0","1450","0","247","2742"
"844","22","19531231","2961","0","0","1450","0","296","3286"
"845","22","19531231","2961","0","0","1450","0","296","3286"
"846","22","19531231","3000","0","0","1450","1","0","0"
"847","22","19520210","4521","0","0","1450","0","452","5002"
"848","22","19520210","4521","0","1","1450","1","0","0"
"849","22","19520210","4547","0","0","1450","0","455","5031"
"850","22","19520210","4547","0","0","1450","0","455","5031"
"851","22","19520210","4551","0","0","1450","0","455","5035"
"852","22","19520210","4551","0","0","1450","0","455","5035"
"853","22","19520405","5188","0","0","1450","1","0","0"
"854","22","19520405","5188","0","0","1450","0","519","5736"
"855","22","19520405","5188","0","0","1450","0","519","5736"
"856","22","19511212","5623","0","3","1450","0","562","6155"
"857","22","19530520","5687","0","0","1450","0","569","6285"
"858","22","19520510","5754","0","0","1450","0","575","6359"
"859","22","19520510","5754","0","0","1450","0","575","6359"
"860","22","19531231","5754","0","1","1450","0","575","6339"
"861","22","19520405","5767","0","0","1450","0","577","6373"
"862","22","19520301","6083","0","3","1450","0","608","6661"
"863","22","19520301","6083","0","0","1450","1","0","0"
"864","22","19520301","6097","0","0","1450","0","610","6736"
"865","22","19520301","6097","0","1","1450","0","610","6716"
"866","22","19530629","6104","0","0","1450","0","610","6743"
"867","22","19511207","6104","0","0","1450","0","610","6743"
"868","22","19511207","6104","0","3","1450","1","0","0"
"869","22","19520301","6130","0","0","1450","0","613","6772"
"870","22","19520301","6130","0","0","1450","0","613","6772"
"871","22","19520215","6187","0","0","1450","1","0","0"
"872","22","19520215","6187","0","0","1450","0","619","6835"
"873","22","19520106","6235","0","0","1450","1","0","0"
"874","22","19520106","6235","0","2","1450","0","623","6847"
"875","22","19520131","6267","0","0","1450","0","627","6923"
"876","22","19520510","6880","0","0","1450","1","0","0"
"877","22","19520210","203","0","0","1100","1","0","0"
"878","22","19531226","4258","0","0","1100","0","426","4705"
"879","22","19531226","2202","0","1","1250","0","220","2427"
"880","22","19531226","2202","0","0","1250","0","220","2447"
"881","22","19540120","2394","0","0","1250","0","239","2658"
"882","22","19540120","2394","0","0","1250","1","0","0"
"883","22","19531226","2444","0","0","1250","0","244","2714"
"884","22","19531226","2444","0","0","1250","0","244","2714"
"885","22","19531226","2444","0","2","1250","0","244","2674"
"886","22","19531231","2945","0","1","1250","0","294","3244"
"887","22","19531231","2945","0","3","1250","1","0","0"
"888","22","19531231","2945","0","0","1250","0","294","3264"
"889","22","19520131","4582","0","1","1250","0","458","5045"
"890","22","19520131","4582","0","0","1250","0","458","5065"
"891","22","19500121","1091","0","0","3800","0","164","1331"
"892","22","19550510","3374","0","0","3800","0","506","3956"
"893","22","19520510","4028","0","0","3800","0","604","4709"
"894","22","19530629","256","0","0","800","0","13","284"
"895","22","19540430","472","0","0","3100","0","71","604"
"896","22","19520131","2637","0","1","3100","0","396","3075"
"897","22","19520210","2803","0","0","3100","0","420","3285"
"898","22","19550510","2874","0","0","3100","0","431","3367"
"899","22","19520530","2874","0","0","3100","0","431","3367"
"900","22","19550510","2909","0","1","3100","0","436","3388"
"901","22","19520530","2912","0","0","3100","0","437","3411"
"902","22","19520510","3013","0","3","3100","0","452","3466"
"903","22","19500312","3013","0","0","3100","0","452","3526"
"904","22","19500312","3013","0","2","3100","0","452","3486"
"905","22","19520510","3014","0","0","3100","0","452","3528"
"906","22","19531221","3240","0","1","3100","0","486","3768"
"907","22","19531211","279","0","1","1400","0","28","315"
"908","22","19511212","3200","0","0","1600","0","320","3552"
"909","22","19520131","3293","0","0","1600","0","329","3655"
"910","22","19520405","4330","0","0","1600","0","433","4795"
"911","22","19520405","4330","0","1","1600","0","433","4775"
"912","22","19520210","4561","0","1","1600","0","456","5029"
"913","22","19531231","4705","0","1","1600","0","470","5187"
"914","22","19520510","4705","0","0","1600","0","470","5207"
"915","22","19520116","4771","0","1","1600","0","477","5260"
"916","22","19520510","4950","0","1","1600","0","495","5457"
"917","22","19520510","4950","0","0","1600","0","495","5477"
"918","22","19520510","5014","0","3","1600","0","501","5488"
"919","22","19531221","5407","0","1","1600","0","541","5960"
"920","22","19520111","7618","0","0","1600","0","762","8412"
"921","22","19520111","7618","0","1","1600","0","762","8392"
"922","22","19520210","8665","0","1","1600","0","866","9543"
"923","22","19520405","4595","0","0","2300","0","460","5101"
"924","22","19520405","4595","0","0","2300","0","460","5101"
"925","22","19520210","4772","0","0","1700","0","477","5284"
"926","22","19511212","4776","0","0","1700","0","478","5287"
"927","22","19520510","7604","0","0","1700","0","760","8399"
"928","22","19511212","262","0","0","750","0","13","290"
"929","22","19520510","8780","0","0","1100","0","878","9679"
"930","22","19520131","3644","0","0","1200","0","364","4033"
"931","22","19520405","4297","0","0","1200","0","430","4751"
"932","22","19520405","4297","0","1","1200","0","430","4731"
"933","22","19520210","5007","0","0","1200","0","501","5532"
"934","22","19511212","6806","0","1","1200","1","0","0"
"935","22","19520131","4329","0","3","1400","1","0","0"
"936","22","19520131","4329","0","0","1400","0","433","4790"
"937","22","19520405","445","0","0","1500","0","45","520"
"938","22","19520131","3758","0","0","1500","0","376","4164"
"939","22","19511212","4081","0","0","1500","0","408","4519"
"940","22","19531221","4498","0","3","1500","0","450","4918"
"941","22","19520116","4606","0","2","1500","0","461","5057"
"942","22","19530719","299","0","0","900","1","0","0"
"943","22","19540823","518","0","0","600","0","26","556"
"944","22","19531231","518","0","0","600","0","26","556"
"945","22","19520510","3986","0","0","1600","0","399","4417"
"946","22","19520405","4003","0","3","1600","0","400","4375"
"947","22","19520405","4003","0","0","1600","0","400","4435"
"948","22","19520210","4044","0","0","1600","0","404","4480"
"949","22","19520210","4047","0","1","1600","0","405","4464"
"950","22","19520131","4611","0","0","1600","0","461","5104"
"951","22","19520131","4826","0","0","1600","0","483","5341"
"952","22","19520116","6257","0","1","1600","0","626","6895"
"953","22","19531211","6381","0","0","1600","0","638","7051"
"954","22","19511212","6791","0","0","1600","0","679","7502"
"955","22","19520111","6992","0","1","1600","0","699","7704"
"956","22","19530629","7417","0","1","1600","0","742","8171"
"957","22","19520131","4758","0","0","1400","1","0","0"
"958","22","19520405","5185","0","2","1400","0","518","5692"
"959","22","19520405","5185","0","1","1400","0","518","5712"
"960","22","19520111","7195","0","0","1400","0","719","7942"
"961","22","19520405","7625","0","1","1400","0","762","8395"
"962","22","19520405","7874","0","0","1400","1","0","0"
"963","22","19520405","5188","0","2","1450","0","519","5696"
"964","22","19520131","5402","0","0","1450","0","540","5972"
"965","22","19520131","5402","0","0","1450","0","540","5972"
"966","22","19531211","5540","0","2","1450","0","554","6083"
"967","22","19511212","5597","0","0","1450","0","560","6186"
"968","22","19511212","5623","0","2","1450","0","562","6175"
"969","22","19511212","5623","0","0","1450","0","562","6215"
"970","22","19511212","5675","0","0","1450","0","567","6271"
"971","22","19520510","5754","0","0","1450","0","575","6359"
"972","22","19520510","5754","0","0","1450","0","575","6359"
"973","22","19531231","5754","0","0","1450","1","0","0"
"974","22","19520405","5767","0","3","1450","0","577","6313"
"975","22","19531221","6047","0","1","1450","0","605","6660"
"976","22","19530629","6104","0","1","1450","0","610","6723"
"977","22","19520111","6235","0","1","1450","0","623","6867"
"978","22","19520131","6267","0","0","1450","0","627","6923"
"979","22","19511212","6581","0","2","1450","0","658","7228"
"980","22","19520405","7571","0","0","1450","0","757","8357"
"981","22","19520405","7571","0","3","1450","0","757","8297"
"982","22","19520210","203","0","2","1100","0","20","205"
"983","22","19520405","5403","0","0","1250","0","540","5969"
"984","22","19520510","5916","0","0","1250","0","592","6533"
"985","22","19520510","5916","0","1","1250","0","592","6513"
"986","22","19520405","7737","0","1","1250","0","774","8515"
"987","22","19520405","7737","0","2","1250","0","774","8495"
"988","22","19511212","8718","0","1","1250","0","872","9595"
"989","22","19520111","8919","0","1","1250","0","892","9816"
"990","22","19500121","1091","0","1","3800","0","164","1311"
"991","22","19500531","1091","0","0","3800","0","164","1331"
"992","22","19520131","3297","0","0","3800","0","495","3868"
"993","22","19520510","4028","0","0","3800","0","604","4709"
"994","22","19511207","256","0","1","800","1","0","0"
"995","22","19530629","256","0","1","800","0","13","264"
"996","22","19530525","2599","0","0","3100","0","390","3051"
"997","22","19520210","2803","0","1","3100","0","420","3265"
"998","22","19550510","2874","0","0","3100","0","431","3367"
"999","22","19550510","2909","0","0","3100","0","436","3408"
"1000","22","19500312","3013","0","0","3100","0","452","3526"
"1001","22","19550510","4594","0","0","3100","0","689","5345"
"1002","22","19511212","3200","0","3","1600","0","320","3492"
"1003","22","19520131","3293","0","1","1600","0","329","3635"
"1004","22","19530629","3416","0","1","1600","0","342","3769"
"1005","22","19511207","3416","0","0","1600","0","342","3789"
"1006","22","19520131","4042","0","0","1600","0","404","4478"
"1007","22","19531231","4066","0","0","1600","0","407","4505"
"1008","22","19531231","4282","0","0","1600","0","428","4742"
"1009","22","19520210","4342","0","0","1600","0","434","4808"
"1010","22","19520215","4548","0","0","1600","0","455","5035"
"1011","22","19520210","4561","0","0","1600","0","456","5049"
"1012","22","19520116","4771","0","1","1600","0","477","5260"
"1013","22","19531226","4771","0","2","1600","0","477","5240"
"1014","22","19531226","4771","0","2","1600","0","477","5240"
"1015","22","19520510","4950","0","0","1600","0","495","5477"
"1016","22","19520510","4950","0","1","1600","0","495","5457"
"1017","22","19520510","5014","0","0","1600","0","501","5548"
"1018","22","19520410","5151","0","0","1600","0","515","5698"
"1019","22","19520410","5151","0","0","1600","0","515","5698"
"1020","22","19520410","6240","0","2","1600","0","624","6856"
"1021","22","19531226","7786","0","1","1600","0","779","8577"
"1022","22","19531226","7786","0","0","1600","0","779","8597"
"1023","22","19531226","7786","0","0","1600","0","779","8597"
"1024","22","19531226","7786","0","2","1600","0","779","8557"
"1025","22","19520210","8665","0","3","1600","0","866","9503"
"1026","22","19531226","10619","0","0","1600","0","1062","11713"
"1027","22","19511212","11412","0","3","1600","0","1141","12526"
"1028","22","19531226","4721","0","0","2300","0","472","5239"
"1029","22","19531226","4728","0","0","2300","0","473","5246"
"1030","22","19520410","4797","0","0","2300","0","480","5322"
"1031","22","19520410","4803","0","0","2300","0","480","5330"
"1032","22","19531226","4053","0","0","1700","0","405","4492"
"1033","22","19531226","4053","0","2","1700","0","405","4452"
"1034","22","19531226","4053","0","0","1700","0","405","4492"
"1035","22","19531226","4131","0","0","1700","0","413","4578"
"1036","22","19520410","4145","0","2","1700","0","414","4553"
"1037","22","19531226","4149","0","0","1700","0","415","4598"
